mean_phred_score	n_sequences	sample	read_pair	stage
24	1	AP-RNA-1	2	ribo_secondary
25	58245	AP-RNA-1	2	ribo_secondary
26	176208	AP-RNA-1	2	ribo_secondary
27	337521	AP-RNA-1	2	ribo_secondary
28	549977	AP-RNA-1	2	ribo_secondary
29	802866	AP-RNA-1	2	ribo_secondary
30	1095821	AP-RNA-1	2	ribo_secondary
31	1420316	AP-RNA-1	2	ribo_secondary
32	1744691	AP-RNA-1	2	ribo_secondary
33	1858729	AP-RNA-1	2	ribo_secondary
34	1294012	AP-RNA-1	2	ribo_secondary
35	308122	AP-RNA-1	2	ribo_secondary
36	1626	AP-RNA-1	2	ribo_secondary
25	14629	AP-RNA-2	1	ribo_secondary
26	74922	AP-RNA-2	1	ribo_secondary
27	211149	AP-RNA-2	1	ribo_secondary
28	450911	AP-RNA-2	1	ribo_secondary
29	788864	AP-RNA-2	1	ribo_secondary
30	1197271	AP-RNA-2	1	ribo_secondary
31	1655553	AP-RNA-2	1	ribo_secondary
32	2157966	AP-RNA-2	1	ribo_secondary
33	2595730	AP-RNA-2	1	ribo_secondary
34	2488439	AP-RNA-2	1	ribo_secondary
35	928687	AP-RNA-2	1	ribo_secondary
36	1454	AP-RNA-2	1	ribo_secondary
25	70018	AP-RNA-2	2	ribo_secondary
26	216828	AP-RNA-2	2	ribo_secondary
27	422149	AP-RNA-2	2	ribo_secondary
28	689562	AP-RNA-2	2	ribo_secondary
29	1014646	AP-RNA-2	2	ribo_secondary
30	1391138	AP-RNA-2	2	ribo_secondary
31	1815613	AP-RNA-2	2	ribo_secondary
32	2255004	AP-RNA-2	2	ribo_secondary
33	2456188	AP-RNA-2	2	ribo_secondary
34	1781325	AP-RNA-2	2	ribo_secondary
35	450808	AP-RNA-2	2	ribo_secondary
36	2296	AP-RNA-2	2	ribo_secondary
25	10355	AP-RNA-3	1	ribo_secondary
26	51917	AP-RNA-3	1	ribo_secondary
27	146656	AP-RNA-3	1	ribo_secondary
28	309940	AP-RNA-3	1	ribo_secondary
29	536792	AP-RNA-3	1	ribo_secondary
30	798055	AP-RNA-3	1	ribo_secondary
31	1058728	AP-RNA-3	1	ribo_secondary
32	1279420	AP-RNA-3	1	ribo_secondary
33	1371668	AP-RNA-3	1	ribo_secondary
34	1115630	AP-RNA-3	1	ribo_secondary
35	363472	AP-RNA-3	1	ribo_secondary
36	659	AP-RNA-3	1	ribo_secondary
24	1	AP-RNA-3	2	ribo_secondary
25	44357	AP-RNA-3	2	ribo_secondary
26	138609	AP-RNA-3	2	ribo_secondary
27	271903	AP-RNA-3	2	ribo_secondary
28	445967	AP-RNA-3	2	ribo_secondary
29	655757	AP-RNA-3	2	ribo_secondary
30	885187	AP-RNA-3	2	ribo_secondary
31	1112109	AP-RNA-3	2	ribo_secondary
32	1280660	AP-RNA-3	2	ribo_secondary
33	1235381	AP-RNA-3	2	ribo_secondary
34	776472	AP-RNA-3	2	ribo_secondary
35	195898	AP-RNA-3	2	ribo_secondary
36	991	AP-RNA-3	2	ribo_secondary
25	12839	AP-RNA-4	1	ribo_secondary
26	59604	AP-RNA-4	1	ribo_secondary
27	154132	AP-RNA-4	1	ribo_secondary
28	306495	AP-RNA-4	1	ribo_secondary
29	509307	AP-RNA-4	1	ribo_secondary
30	747506	AP-RNA-4	1	ribo_secondary
31	1013165	AP-RNA-4	1	ribo_secondary
32	1287376	AP-RNA-4	1	ribo_secondary
33	1506003	AP-RNA-4	1	ribo_secondary
34	1366933	AP-RNA-4	1	ribo_secondary
35	448577	AP-RNA-4	1	ribo_secondary
36	774	AP-RNA-4	1	ribo_secondary
25	52024	AP-RNA-4	2	ribo_secondary
26	154742	AP-RNA-4	2	ribo_secondary
27	283704	AP-RNA-4	2	ribo_secondary
28	441300	AP-RNA-4	2	ribo_secondary
29	626362	AP-RNA-4	2	ribo_secondary
30	845233	AP-RNA-4	2	ribo_secondary
31	1088874	AP-RNA-4	2	ribo_secondary
32	1329720	AP-RNA-4	2	ribo_secondary
33	1408208	AP-RNA-4	2	ribo_secondary
34	964390	AP-RNA-4	2	ribo_secondary
35	216823	AP-RNA-4	2	ribo_secondary
36	1331	AP-RNA-4	2	ribo_secondary
25	8441	AP-RNA-5	1	ribo_secondary
26	39777	AP-RNA-5	1	ribo_secondary
27	102988	AP-RNA-5	1	ribo_secondary
28	202991	AP-RNA-5	1	ribo_secondary
29	333363	AP-RNA-5	1	ribo_secondary
30	488210	AP-RNA-5	1	ribo_secondary
31	662332	AP-RNA-5	1	ribo_secondary
32	851495	AP-RNA-5	1	ribo_secondary
33	1018744	AP-RNA-5	1	ribo_secondary
34	956120	AP-RNA-5	1	ribo_secondary
35	331628	AP-RNA-5	1	ribo_secondary
36	512	AP-RNA-5	1	ribo_secondary
25	35808	AP-RNA-5	2	ribo_secondary
26	105753	AP-RNA-5	2	ribo_secondary
27	190840	AP-RNA-5	2	ribo_secondary
28	294695	AP-RNA-5	2	ribo_secondary
29	414065	AP-RNA-5	2	ribo_secondary
30	553972	AP-RNA-5	2	ribo_secondary
31	717623	AP-RNA-5	2	ribo_secondary
32	885357	AP-RNA-5	2	ribo_secondary
33	958166	AP-RNA-5	2	ribo_secondary
34	679788	AP-RNA-5	2	ribo_secondary
35	159744	AP-RNA-5	2	ribo_secondary
36	790	AP-RNA-5	2	ribo_secondary
25	7476	AP-RNA-6	1	ribo_secondary
26	34464	AP-RNA-6	1	ribo_secondary
27	91663	AP-RNA-6	1	ribo_secondary
28	183847	AP-RNA-6	1	ribo_secondary
29	303602	AP-RNA-6	1	ribo_secondary
30	443971	AP-RNA-6	1	ribo_secondary
31	601324	AP-RNA-6	1	ribo_secondary
32	760949	AP-RNA-6	1	ribo_secondary
33	878562	AP-RNA-6	1	ribo_secondary
34	778452	AP-RNA-6	1	ribo_secondary
35	249597	AP-RNA-6	1	ribo_secondary
36	444	AP-RNA-6	1	ribo_secondary
25	30919	AP-RNA-6	2	ribo_secondary
26	93156	AP-RNA-6	2	ribo_secondary
27	170680	AP-RNA-6	2	ribo_secondary
28	266506	AP-RNA-6	2	ribo_secondary
29	378016	AP-RNA-6	2	ribo_secondary
30	506066	AP-RNA-6	2	ribo_secondary
31	647478	AP-RNA-6	2	ribo_secondary
32	783110	AP-RNA-6	2	ribo_secondary
33	809503	AP-RNA-6	2	ribo_secondary
34	531990	AP-RNA-6	2	ribo_secondary
35	116180	AP-RNA-6	2	ribo_secondary
36	747	AP-RNA-6	2	ribo_secondary
25	6661	AP-RNA-7	1	ribo_secondary
26	31901	AP-RNA-7	1	ribo_secondary
27	84256	AP-RNA-7	1	ribo_secondary
28	169041	AP-RNA-7	1	ribo_secondary
29	281172	AP-RNA-7	1	ribo_secondary
30	413348	AP-RNA-7	1	ribo_secondary
31	561179	AP-RNA-7	1	ribo_secondary
32	719504	AP-RNA-7	1	ribo_secondary
33	853465	AP-RNA-7	1	ribo_secondary
34	791626	AP-RNA-7	1	ribo_secondary
35	269126	AP-RNA-7	1	ribo_secondary
36	447	AP-RNA-7	1	ribo_secondary
25	27929	AP-RNA-7	2	ribo_secondary
26	83658	AP-RNA-7	2	ribo_secondary
27	155284	AP-RNA-7	2	ribo_secondary
28	244976	AP-RNA-7	2	ribo_secondary
29	349949	AP-RNA-7	2	ribo_secondary
30	471231	AP-RNA-7	2	ribo_secondary
31	608023	AP-RNA-7	2	ribo_secondary
32	748452	AP-RNA-7	2	ribo_secondary
33	804920	AP-RNA-7	2	ribo_secondary
34	558558	AP-RNA-7	2	ribo_secondary
35	127965	AP-RNA-7	2	ribo_secondary
36	781	AP-RNA-7	2	ribo_secondary
25	6137	AP-RNA-8	1	ribo_secondary
26	29176	AP-RNA-8	1	ribo_secondary
27	76600	AP-RNA-8	1	ribo_secondary
28	153885	AP-RNA-8	1	ribo_secondary
29	255264	AP-RNA-8	1	ribo_secondary
30	374822	AP-RNA-8	1	ribo_secondary
31	509732	AP-RNA-8	1	ribo_secondary
32	654506	AP-RNA-8	1	ribo_secondary
33	777110	AP-RNA-8	1	ribo_secondary
34	722497	AP-RNA-8	1	ribo_secondary
35	242668	AP-RNA-8	1	ribo_secondary
36	381	AP-RNA-8	1	ribo_secondary
25	26809	AP-RNA-8	2	ribo_secondary
26	78786	AP-RNA-8	2	ribo_secondary
27	145532	AP-RNA-8	2	ribo_secondary
28	224977	AP-RNA-8	2	ribo_secondary
29	319739	AP-RNA-8	2	ribo_secondary
30	427266	AP-RNA-8	2	ribo_secondary
31	550988	AP-RNA-8	2	ribo_secondary
32	679632	AP-RNA-8	2	ribo_secondary
33	728811	AP-RNA-8	2	ribo_secondary
34	505923	AP-RNA-8	2	ribo_secondary
35	113699	AP-RNA-8	2	ribo_secondary
36	616	AP-RNA-8	2	ribo_secondary
25	5224	AP-RNA-9	1	ribo_secondary
26	24418	AP-RNA-9	1	ribo_secondary
27	61833	AP-RNA-9	1	ribo_secondary
28	118551	AP-RNA-9	1	ribo_secondary
29	187899	AP-RNA-9	1	ribo_secondary
30	266832	AP-RNA-9	1	ribo_secondary
31	351722	AP-RNA-9	1	ribo_secondary
32	443229	AP-RNA-9	1	ribo_secondary
33	521961	AP-RNA-9	1	ribo_secondary
34	488043	AP-RNA-9	1	ribo_secondary
35	167838	AP-RNA-9	1	ribo_secondary
36	283	AP-RNA-9	1	ribo_secondary
25	20958	AP-RNA-9	2	ribo_secondary
26	62898	AP-RNA-9	2	ribo_secondary
27	112171	AP-RNA-9	2	ribo_secondary
28	167867	AP-RNA-9	2	ribo_secondary
29	229506	AP-RNA-9	2	ribo_secondary
30	297581	AP-RNA-9	2	ribo_secondary
31	376632	AP-RNA-9	2	ribo_secondary
32	457271	AP-RNA-9	2	ribo_secondary
33	489664	AP-RNA-9	2	ribo_secondary
34	343209	AP-RNA-9	2	ribo_secondary
35	79613	AP-RNA-9	2	ribo_secondary
36	463	AP-RNA-9	2	ribo_secondary
